,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
34,2.0619645,48.80825,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.061964511871338 48.808250427246094),9119
35,2.0647943,48.808624,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0647943019866943 48.808624267578125),8867
35,2.0647943,48.808624,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0647943019866943 48.808624267578125),8993
35,2.0647943,48.808624,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0647943019866943 48.808624267578125),8994
35,2.0647943,48.808624,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0647943019866943 48.808624267578125),9119
36,2.067979,48.80823,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067979097366333 48.808231353759766),8867
36,2.067979,48.80823,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067979097366333 48.808231353759766),8993
36,2.067979,48.80823,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067979097366333 48.808231353759766),8994
36,2.067979,48.80823,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067979097366333 48.808231353759766),9119
36,2.067979,48.80823,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067979097366333 48.808231353759766),9120
37,2.0679889,48.806866,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067988872528076 48.80686569213867),8993
37,2.0679889,48.806866,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067988872528076 48.80686569213867),8994
37,2.0679889,48.806866,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067988872528076 48.80686569213867),9119
37,2.0679889,48.806866,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.067988872528076 48.80686569213867),9120
38,2.0682578,48.806087,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0682578086853027 48.806087493896484),8993
38,2.0682578,48.806087,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0682578086853027 48.806087493896484),8994
38,2.0682578,48.806087,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0682578086853027 48.806087493896484),9119
38,2.0682578,48.806087,78545.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0682578086853027 48.806087493896484),9120
39,2.7216415,48.26455,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216415405273438 48.264549255371094),18126
39,2.7216415,48.26455,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216415405273438 48.264549255371094),18251
39,2.7216415,48.26455,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216415405273438 48.264549255371094),18252
39,2.7216415,48.26455,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216415405273438 48.264549255371094),18377
39,2.7216415,48.26455,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216415405273438 48.264549255371094),18378
40,2.721671,48.264553,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216711044311523 48.26455307006836),18126
40,2.721671,48.264553,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216711044311523 48.26455307006836),18251
40,2.721671,48.264553,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216711044311523 48.26455307006836),18252
40,2.721671,48.264553,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216711044311523 48.26455307006836),18377
40,2.721671,48.264553,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216711044311523 48.26455307006836),18378
41,2.7216785,48.264515,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216784954071045 48.2645149230957),18126
41,2.7216785,48.264515,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216784954071045 48.2645149230957),18251
41,2.7216785,48.264515,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216784954071045 48.2645149230957),18252
41,2.7216785,48.264515,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216784954071045 48.2645149230957),18377
41,2.7216785,48.264515,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7216784954071045 48.2645149230957),18378
42,2.7217085,48.264523,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7217085361480713 48.264522552490234),18126
42,2.7217085,48.264523,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7217085361480713 48.264522552490234),18251
42,2.7217085,48.264523,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7217085361480713 48.264522552490234),18252
42,2.7217085,48.264523,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7217085361480713 48.264522552490234),18377
42,2.7217085,48.264523,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7217085361480713 48.264522552490234),18378
43,2.7207363,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720736265182495 48.263824462890625),18126
43,2.7207363,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720736265182495 48.263824462890625),18251
43,2.7207363,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720736265182495 48.263824462890625),18252
43,2.7207363,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720736265182495 48.263824462890625),18378
44,2.7207537,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207536697387695 48.26377868652344),18126
44,2.7207537,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207536697387695 48.26377868652344),18251
44,2.7207537,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207536697387695 48.26377868652344),18252
44,2.7207537,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207536697387695 48.26377868652344),18378
45,2.7207825,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720782518386841 48.263824462890625),18126
45,2.7207825,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720782518386841 48.263824462890625),18251
45,2.7207825,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720782518386841 48.263824462890625),18252
45,2.7207825,48.263824,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.720782518386841 48.263824462890625),18378
46,2.7207932,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207932472229004 48.26377868652344),18126
46,2.7207932,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207932472229004 48.26377868652344),18251
46,2.7207932,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207932472229004 48.26377868652344),18252
46,2.7207932,48.26378,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7207932472229004 48.26377868652344),18378
47,2.1373556,48.674294,91275.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1373555660247803 48.674293518066406),9890
47,2.1373556,48.674294,91275.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1373555660247803 48.674293518066406),10016
47,2.1373556,48.674294,91275.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1373555660247803 48.674293518066406),10017
47,2.1373556,48.674294,91275.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1373555660247803 48.674293518066406),10142
48,2.0091355,48.79969,78073.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0091354846954346 48.79969024658203),8112
48,2.0091355,48.79969,78073.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0091354846954346 48.79969024658203),8238
48,2.0091355,48.79969,78073.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0091354846954346 48.79969024658203),8239
48,2.0091355,48.79969,78073.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0091354846954346 48.79969024658203),8364
49,2.354298,48.859745,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3542981147766113 48.859745025634766),12893
49,2.354298,48.859745,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3542981147766113 48.859745025634766),13019
49,2.354298,48.859745,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3542981147766113 48.859745025634766),13020
49,2.354298,48.859745,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3542981147766113 48.859745025634766),13145
49,2.354298,48.859745,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3542981147766113 48.859745025634766),13146
50,2.378396,48.872707,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3783960342407227 48.87270736694336),13270
50,2.378396,48.872707,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3783960342407227 48.87270736694336),13396
50,2.378396,48.872707,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3783960342407227 48.87270736694336),13397
50,2.378396,48.872707,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3783960342407227 48.87270736694336),13522
51,2.3775537,48.847473,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377553701400757 48.84747314453125),13273
51,2.3775537,48.847473,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377553701400757 48.84747314453125),13398
51,2.3775537,48.847473,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377553701400757 48.84747314453125),13399
51,2.3775537,48.847473,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377553701400757 48.84747314453125),13525
52,2.3775122,48.847496,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377512216567993 48.847496032714844),13273
52,2.3775122,48.847496,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377512216567993 48.847496032714844),13398
52,2.3775122,48.847496,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377512216567993 48.847496032714844),13399
52,2.3775122,48.847496,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377512216567993 48.847496032714844),13525
53,2.3774657,48.847523,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774657249450684 48.8475227355957),13273
53,2.3774657,48.847523,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774657249450684 48.8475227355957),13398
53,2.3774657,48.847523,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774657249450684 48.8475227355957),13399
53,2.3774657,48.847523,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774657249450684 48.8475227355957),13525
54,2.3774161,48.847553,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774161338806152 48.84755325317383),13273
54,2.3774161,48.847553,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774161338806152 48.84755325317383),13398
54,2.3774161,48.847553,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774161338806152 48.84755325317383),13399
54,2.3774161,48.847553,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3774161338806152 48.84755325317383),13525
55,2.3777723,48.84734,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377772331237793 48.84733963012695),13273
55,2.3777723,48.84734,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377772331237793 48.84733963012695),13398
55,2.3777723,48.84734,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377772331237793 48.84733963012695),13399
55,2.3777723,48.84734,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.377772331237793 48.84733963012695),13525
56,2.3777213,48.847374,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3777213096618652 48.847373962402344),13273
56,2.3777213,48.847374,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3777213096618652 48.847373962402344),13398
56,2.3777213,48.847374,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3777213096618652 48.847373962402344),13399
56,2.3777213,48.847374,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3777213096618652 48.847373962402344),13525
57,2.3361604,48.842587,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.33616042137146 48.842586517333984),12643
57,2.3361604,48.842587,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.33616042137146 48.842586517333984),12769
