,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
2643,2.2667464,48.8830284997213,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2667464 48.8830284997213),11756
2643,2.2667464,48.8830284997213,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2667464 48.8830284997213),11757
2643,2.2667464,48.8830284997213,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2667464 48.8830284997213),11882
2643,2.2667464,48.8830284997213,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2667464 48.8830284997213),11883
2643,2.2667464,48.8830284997213,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2667464 48.8830284997213),12009
2644,2.1943714,48.9692546996999,bank,95176,Cormeilles-en-Parisis,banque,CIC,POINT (2.1943714 48.9692546996999),10739
2644,2.1943714,48.9692546996999,bank,95176,Cormeilles-en-Parisis,banque,CIC,POINT (2.1943714 48.9692546996999),10740
2644,2.1943714,48.9692546996999,bank,95176,Cormeilles-en-Parisis,banque,CIC,POINT (2.1943714 48.9692546996999),10865
2644,2.1943714,48.9692546996999,bank,95176,Cormeilles-en-Parisis,banque,CIC,POINT (2.1943714 48.9692546996999),10866
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13115
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13116
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13241
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13242
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13367
2645,2.3703763,49.1276190996608,bank,95652,Viarmes,banque,LCL,POINT (2.3703763 49.1276190996608),13368
2646,2.3259145,48.84795779973,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3259145 48.84795779973),12517
2646,2.3259145,48.84795779973,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3259145 48.84795779973),12642
2646,2.3259145,48.84795779973,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3259145 48.84795779973),12643
2646,2.3259145,48.84795779973,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3259145 48.84795779973),12768
2646,2.3259145,48.84795779973,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3259145 48.84795779973),12769
2647,2.2892504,48.7906672997442,atm,92032,Fontenay-aux-Roses,banque,Missing,POINT (2.2892504 48.7906672997442),12019
2647,2.2892504,48.7906672997442,atm,92032,Fontenay-aux-Roses,banque,Missing,POINT (2.2892504 48.7906672997442),12145
2647,2.2892504,48.7906672997442,atm,92032,Fontenay-aux-Roses,banque,Missing,POINT (2.2892504 48.7906672997442),12146
2647,2.2892504,48.7906672997442,atm,92032,Fontenay-aux-Roses,banque,Missing,POINT (2.2892504 48.7906672997442),12271
2648,1.6018283,48.7896555997445,bank,78310,Houdan,banque,CIC,POINT (1.6018283 48.7896555997445),2443
2648,1.6018283,48.7896555997445,bank,78310,Houdan,banque,CIC,POINT (1.6018283 48.7896555997445),2444
2648,1.6018283,48.7896555997445,bank,78310,Houdan,banque,CIC,POINT (1.6018283 48.7896555997445),2569
2648,1.6018283,48.7896555997445,bank,78310,Houdan,banque,CIC,POINT (1.6018283 48.7896555997445),2570
2648,1.6018283,48.7896555997445,bank,78310,Houdan,banque,CIC,POINT (1.6018283 48.7896555997445),2695
2649,1.6018742,48.7892006997446,bank,78310,Houdan,banque,BRED/Banque populaire,POINT (1.6018742 48.7892006997446),2443
2649,1.6018742,48.7892006997446,bank,78310,Houdan,banque,BRED/Banque populaire,POINT (1.6018742 48.7892006997446),2444
2649,1.6018742,48.7892006997446,bank,78310,Houdan,banque,BRED/Banque populaire,POINT (1.6018742 48.7892006997446),2569
2649,1.6018742,48.7892006997446,bank,78310,Houdan,banque,BRED/Banque populaire,POINT (1.6018742 48.7892006997446),2570
2649,1.6018742,48.7892006997446,bank,78310,Houdan,banque,BRED/Banque populaire,POINT (1.6018742 48.7892006997446),2695
2650,1.6003402,48.7922418997438,bank,78310,Houdan,banque,BNP Paribas,POINT (1.6003402 48.7922418997438),2317
2650,1.6003402,48.7922418997438,bank,78310,Houdan,banque,BNP Paribas,POINT (1.6003402 48.7922418997438),2443
2650,1.6003402,48.7922418997438,bank,78310,Houdan,banque,BNP Paribas,POINT (1.6003402 48.7922418997438),2569
2651,1.6014239,48.7898924997444,bank,78310,Houdan,banque,LCL,POINT (1.6014239 48.7898924997444),2443
2651,1.6014239,48.7898924997444,bank,78310,Houdan,banque,LCL,POINT (1.6014239 48.7898924997444),2444
2651,1.6014239,48.7898924997444,bank,78310,Houdan,banque,LCL,POINT (1.6014239 48.7898924997444),2569
2651,1.6014239,48.7898924997444,bank,78310,Houdan,banque,LCL,POINT (1.6014239 48.7898924997444),2570
2651,1.6014239,48.7898924997444,bank,78310,Houdan,banque,LCL,POINT (1.6014239 48.7898924997444),2695
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11630
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11631
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11756
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11757
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11882
2652,2.2633213,48.8858622997206,atm,92051,Neuilly-sur-Seine,banque,Missing,POINT (2.2633213 48.8858622997206),11883
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),12787
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),12788
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),12913
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),12914
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),13039
2653,2.3423605,48.6806086997715,atm,91589,Savigny-sur-Orge,banque,Missing,POINT (2.3423605 48.6806086997715),13040
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),12787
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),12788
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),12913
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),12914
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),13039
2654,2.3423753,48.6806728997715,bank,91589,Savigny-sur-Orge,banque,BNP Paribas,POINT (2.3423753 48.6806728997715),13040
2655,2.4858946,48.8018756997415,bank,94068,Saint-Maur-des-Fossés,banque,Missing,POINT (2.4858946 48.8018756997415),14790
2655,2.4858946,48.8018756997415,bank,94068,Saint-Maur-des-Fossés,banque,Missing,POINT (2.4858946 48.8018756997415),14915
2655,2.4858946,48.8018756997415,bank,94068,Saint-Maur-des-Fossés,banque,Missing,POINT (2.4858946 48.8018756997415),14916
2655,2.4858946,48.8018756997415,bank,94068,Saint-Maur-des-Fossés,banque,Missing,POINT (2.4858946 48.8018756997415),15042
2656,2.3412889,48.8715956997242,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3412889 48.8715956997242),12766
2656,2.3412889,48.8715956997242,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3412889 48.8715956997242),12892
2656,2.3412889,48.8715956997242,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3412889 48.8715956997242),12893
2656,2.3412889,48.8715956997242,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3412889 48.8715956997242),13018
2657,2.3744098,48.8651099997258,bank,75056,Paris,banque,Société Générale,POINT (2.3744098 48.8651099997258),13270
2657,2.3744098,48.8651099997258,bank,75056,Paris,banque,Société Générale,POINT (2.3744098 48.8651099997258),13271
2657,2.3744098,48.8651099997258,bank,75056,Paris,banque,Société Générale,POINT (2.3744098 48.8651099997258),13396
2657,2.3744098,48.8651099997258,bank,75056,Paris,banque,Société Générale,POINT (2.3744098 48.8651099997258),13397
2657,2.3744098,48.8651099997258,bank,75056,Paris,banque,Société Générale,POINT (2.3744098 48.8651099997258),13523
2658,2.3410405,48.8523729997289,atm,75056,Paris,banque,Missing,POINT (2.3410405 48.8523729997289),12768
2658,2.3410405,48.8523729997289,atm,75056,Paris,banque,Missing,POINT (2.3410405 48.8523729997289),12769
2658,2.3410405,48.8523729997289,atm,75056,Paris,banque,Missing,POINT (2.3410405 48.8523729997289),12894
2658,2.3410405,48.8523729997289,atm,75056,Paris,banque,Missing,POINT (2.3410405 48.8523729997289),12895
2658,2.3410405,48.8523729997289,atm,75056,Paris,banque,Missing,POINT (2.3410405 48.8523729997289),13020
2659,2.3258879,48.8557889997281,bank,75056,Paris,banque,LCL,POINT (2.3258879 48.8557889997281),12516
2659,2.3258879,48.8557889997281,bank,75056,Paris,banque,LCL,POINT (2.3258879 48.8557889997281),12641
2659,2.3258879,48.8557889997281,bank,75056,Paris,banque,LCL,POINT (2.3258879 48.8557889997281),12642
2659,2.3258879,48.8557889997281,bank,75056,Paris,banque,LCL,POINT (2.3258879 48.8557889997281),12768
2660,2.3493675,48.8834074997212,bank,75056,Paris,banque,LCL,POINT (2.3493675 48.8834074997212),12890
2660,2.3493675,48.8834074997212,bank,75056,Paris,banque,LCL,POINT (2.3493675 48.8834074997212),12891
2660,2.3493675,48.8834074997212,bank,75056,Paris,banque,LCL,POINT (2.3493675 48.8834074997212),13016
2660,2.3493675,48.8834074997212,bank,75056,Paris,banque,LCL,POINT (2.3493675 48.8834074997212),13017
2660,2.3493675,48.8834074997212,bank,75056,Paris,banque,LCL,POINT (2.3493675 48.8834074997212),13143
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12392
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12393
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12518
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12519
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12644
2661,2.3163755,48.8329348997338,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3163755 48.8329348997338),12645
2662,2.2983375,48.8367775997328,bank,75056,Paris,banque,HSBC,POINT (2.2983375 48.8367775997328),12140
2662,2.2983375,48.8367775997328,bank,75056,Paris,banque,HSBC,POINT (2.2983375 48.8367775997328),12266
2662,2.2983375,48.8367775997328,bank,75056,Paris,banque,HSBC,POINT (2.2983375 48.8367775997328),12267
2662,2.2983375,48.8367775997328,bank,75056,Paris,banque,HSBC,POINT (2.2983375 48.8367775997328),12392
2663,1.7887408,49.1559799996538,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7887408 49.1559799996538),5048
2663,1.7887408,49.1559799996538,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7887408 49.1559799996538),5049
2663,1.7887408,49.1559799996538,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7887408 49.1559799996538),5174
2663,1.7887408,49.1559799996538,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7887408 49.1559799996538),5175
2664,1.7886711,49.1559413996538,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7886711 49.1559413996538),5048
2664,1.7886711,49.1559413996538,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7886711 49.1559413996538),5049
2664,1.7886711,49.1559413996538,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7886711 49.1559413996538),5174
2664,1.7886711,49.1559413996538,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7886711 49.1559413996538),5175
2665,1.7897366,49.1562216996537,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7897366 49.1562216996537),5048
2665,1.7897366,49.1562216996537,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7897366 49.1562216996537),5049
2665,1.7897366,49.1562216996537,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7897366 49.1562216996537),5174
2665,1.7897366,49.1562216996537,atm,95355,Magny-en-Vexin,banque,Missing,POINT (1.7897366 49.1562216996537),5175
2666,1.7896669,49.1561918996537,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7896669 49.1561918996537),5048
2666,1.7896669,49.1561918996537,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7896669 49.1561918996537),5049
2666,1.7896669,49.1561918996537,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7896669 49.1561918996537),5174
2666,1.7896669,49.1561918996537,bank,95355,Magny-en-Vexin,banque,Missing,POINT (1.7896669 49.1561918996537),5175
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),11754
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),11755
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),11880
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),11881
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),12006
2667,2.2683019,48.9042650997161,atm,92026,Courbevoie,banque,Caisse d'Epargne,POINT (2.2683019 48.9042650997161),12007
2668,2.2681881,48.9036600997162,atm,92026,Courbevoie,banque,LCL,POINT (2.2681881 48.9036600997162),11754
2668,2.2681881,48.9036600997162,atm,92026,Courbevoie,banque,LCL,POINT (2.2681881 48.9036600997162),11755
2668,2.2681881,48.9036600997162,atm,92026,Courbevoie,banque,LCL,POINT (2.2681881 48.9036600997162),11880
2668,2.2681881,48.9036600997162,atm,92026,Courbevoie,banque,LCL,POINT (2.2681881 48.9036600997162),11881
2668,2.2681881,48.9036600997162,atm,92026,Courbevoie,banque,LCL,POINT (2.2681881 48.9036600997162),12007
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8340
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8341
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8466
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8467
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8592
2669,2.0292333,49.0108143996897,bank,95323,Jouy-le-Moutier,banque,BNP Paribas,POINT (2.0292333 49.0108143996897),8593
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8340
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8341
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8466
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8467
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8592
2670,2.0291726,49.0108333996896,bank,95323,Jouy-le-Moutier,banque,CIC,POINT (2.0291726 49.0108333996896),8593
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12650
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12651
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12776
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12777
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12902
2671,2.3352299,48.7792333997471,bank,94038,L'Haÿ-les-Roses,banque,Crédit Agricole,POINT (2.3352299 48.7792333997471),12903
2672,2.273668,48.7307079997591,atm,91377,Massy,banque,LCL,POINT (2.273668 48.7307079997591),11774
2672,2.273668,48.7307079997591,atm,91377,Massy,banque,LCL,POINT (2.273668 48.7307079997591),11899
2672,2.273668,48.7307079997591,atm,91377,Massy,banque,LCL,POINT (2.273668 48.7307079997591),11900
2672,2.273668,48.7307079997591,atm,91377,Massy,banque,LCL,POINT (2.273668 48.7307079997591),12025
2672,2.273668,48.7307079997591,atm,91377,Massy,banque,LCL,POINT (2.273668 48.7307079997591),12026
2673,2.2733579,48.7300969997593,atm,91377,Massy,banque,Crédit Mutuel,POINT (2.2733579 48.7300969997593),11774
2673,2.2733579,48.7300969997593,atm,91377,Massy,banque,Crédit Mutuel,POINT (2.2733579 48.7300969997593),11899
2673,2.2733579,48.7300969997593,atm,91377,Massy,banque,Crédit Mutuel,POINT (2.2733579 48.7300969997593),11900
2673,2.2733579,48.7300969997593,atm,91377,Massy,banque,Crédit Mutuel,POINT (2.2733579 48.7300969997593),12026
2674,2.4543925,48.8910645997193,bank,93053,Noisy-le-Sec,banque,Société Générale,POINT (2.4543925 48.8910645997193),14276
2674,2.4543925,48.8910645997193,bank,93053,Noisy-le-Sec,banque,Société Générale,POINT (2.4543925 48.8910645997193),14402
2674,2.4543925,48.8910645997193,bank,93053,Noisy-le-Sec,banque,Société Générale,POINT (2.4543925 48.8910645997193),14528
2675,1.9820244,49.1442053996567,bank,95370,Marines,banque,CIC,POINT (1.9820244 49.1442053996567),7695
2675,1.9820244,49.1442053996567,bank,95370,Marines,banque,CIC,POINT (1.9820244 49.1442053996567),7696
2675,1.9820244,49.1442053996567,bank,95370,Marines,banque,CIC,POINT (1.9820244 49.1442053996567),7821
2675,1.9820244,49.1442053996567,bank,95370,Marines,banque,CIC,POINT (1.9820244 49.1442053996567),7822
2675,1.9820244,49.1442053996567,bank,95370,Marines,banque,CIC,POINT (1.9820244 49.1442053996567),7948
2676,2.0401295,48.9305078997095,bank,78498,Poissy,banque,Crédit Agricole,POINT (2.0401295 48.9305078997095),8476
2676,2.0401295,48.9305078997095,bank,78498,Poissy,banque,Crédit Agricole,POINT (2.0401295 48.9305078997095),8601
2676,2.0401295,48.9305078997095,bank,78498,Poissy,banque,Crédit Agricole,POINT (2.0401295 48.9305078997095),8602
2676,2.0401295,48.9305078997095,bank,78498,Poissy,banque,Crédit Agricole,POINT (2.0401295 48.9305078997095),8727
2676,2.0401295,48.9305078997095,bank,78498,Poissy,banque,Crédit Agricole,POINT (2.0401295 48.9305078997095),8728
2677,2.0425477,48.9293928997098,bank,78498,Poissy,banque,Société Générale,POINT (2.0425477 48.9293928997098),8601
2677,2.0425477,48.9293928997098,bank,78498,Poissy,banque,Société Générale,POINT (2.0425477 48.9293928997098),8602
2677,2.0425477,48.9293928997098,bank,78498,Poissy,banque,Société Générale,POINT (2.0425477 48.9293928997098),8727
2677,2.0425477,48.9293928997098,bank,78498,Poissy,banque,Société Générale,POINT (2.0425477 48.9293928997098),8728
2677,2.0425477,48.9293928997098,bank,78498,Poissy,banque,Société Générale,POINT (2.0425477 48.9293928997098),8854
2678,2.0430954,48.9293325997099,bank,78498,Poissy,banque,LCL,POINT (2.0430954 48.9293325997099),8601
2678,2.0430954,48.9293325997099,bank,78498,Poissy,banque,LCL,POINT (2.0430954 48.9293325997099),8602
2678,2.0430954,48.9293325997099,bank,78498,Poissy,banque,LCL,POINT (2.0430954 48.9293325997099),8727
2678,2.0430954,48.9293325997099,bank,78498,Poissy,banque,LCL,POINT (2.0430954 48.9293325997099),8728
2678,2.0430954,48.9293325997099,bank,78498,Poissy,banque,LCL,POINT (2.0430954 48.9293325997099),8854
2679,2.4174391,48.8446776997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4174391 48.8446776997308),13777
2679,2.4174391,48.8446776997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4174391 48.8446776997308),13903
2679,2.4174391,48.8446776997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4174391 48.8446776997308),13904
2679,2.4174391,48.8446776997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4174391 48.8446776997308),14029
2679,2.4174391,48.8446776997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4174391 48.8446776997308),14030
2680,2.4174442,48.844113099731,bank,94067,Saint-Mandé,banque,HSBC,POINT (2.4174442 48.844113099731),13777
2680,2.4174442,48.844113099731,bank,94067,Saint-Mandé,banque,HSBC,POINT (2.4174442 48.844113099731),13903
2680,2.4174442,48.844113099731,bank,94067,Saint-Mandé,banque,HSBC,POINT (2.4174442 48.844113099731),13904
2680,2.4174442,48.844113099731,bank,94067,Saint-Mandé,banque,HSBC,POINT (2.4174442 48.844113099731),14029
2680,2.4174442,48.844113099731,bank,94067,Saint-Mandé,banque,HSBC,POINT (2.4174442 48.844113099731),14030
2681,2.3537954,48.8468661997303,atm,75056,Paris,banque,Missing,POINT (2.3537954 48.8468661997303),12895
2681,2.3537954,48.8468661997303,atm,75056,Paris,banque,Missing,POINT (2.3537954 48.8468661997303),13020
2681,2.3537954,48.8468661997303,atm,75056,Paris,banque,Missing,POINT (2.3537954 48.8468661997303),13021
2681,2.3537954,48.8468661997303,atm,75056,Paris,banque,Missing,POINT (2.3537954 48.8468661997303),13147
2682,2.2966509,48.84810419973,bank,75056,Paris,banque,LCL,POINT (2.2966509 48.84810419973),12138
2682,2.2966509,48.84810419973,bank,75056,Paris,banque,LCL,POINT (2.2966509 48.84810419973),12139
2682,2.2966509,48.84810419973,bank,75056,Paris,banque,LCL,POINT (2.2966509 48.84810419973),12264
2682,2.2966509,48.84810419973,bank,75056,Paris,banque,LCL,POINT (2.2966509 48.84810419973),12265
2682,2.2966509,48.84810419973,bank,75056,Paris,banque,LCL,POINT (2.2966509 48.84810419973),12391
2683,2.2956406,48.8469177997303,bank,75056,Paris,banque,BNP Paribas,POINT (2.2956406 48.8469177997303),12139
2683,2.2956406,48.8469177997303,bank,75056,Paris,banque,BNP Paribas,POINT (2.2956406 48.8469177997303),12264
2683,2.2956406,48.8469177997303,bank,75056,Paris,banque,BNP Paribas,POINT (2.2956406 48.8469177997303),12265
2683,2.2956406,48.8469177997303,bank,75056,Paris,banque,BNP Paribas,POINT (2.2956406 48.8469177997303),12391
2684,1.9805204,49.1436895996568,bank,95370,Marines,banque,Société Générale,POINT (1.9805204 49.1436895996568),7695
2684,1.9805204,49.1436895996568,bank,95370,Marines,banque,Société Générale,POINT (1.9805204 49.1436895996568),7696
2684,1.9805204,49.1436895996568,bank,95370,Marines,banque,Société Générale,POINT (1.9805204 49.1436895996568),7821
2684,1.9805204,49.1436895996568,bank,95370,Marines,banque,Société Générale,POINT (1.9805204 49.1436895996568),7822
2684,1.9805204,49.1436895996568,bank,95370,Marines,banque,Société Générale,POINT (1.9805204 49.1436895996568),7948
2685,1.9803755,49.1436325996568,bank,95370,Marines,banque,Crédit Agricole,POINT (1.9803755 49.1436325996568),7695
2685,1.9803755,49.1436325996568,bank,95370,Marines,banque,Crédit Agricole,POINT (1.9803755 49.1436325996568),7696
2685,1.9803755,49.1436325996568,bank,95370,Marines,banque,Crédit Agricole,POINT (1.9803755 49.1436325996568),7821
2685,1.9803755,49.1436325996568,bank,95370,Marines,banque,Crédit Agricole,POINT (1.9803755 49.1436325996568),7822
2685,1.9803755,49.1436325996568,bank,95370,Marines,banque,Crédit Agricole,POINT (1.9803755 49.1436325996568),7948
2686,1.7869213,49.1538489996543,atm,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7869213 49.1538489996543),4923
2686,1.7869213,49.1538489996543,atm,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7869213 49.1538489996543),5048
2686,1.7869213,49.1538489996543,atm,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7869213 49.1538489996543),5049
2686,1.7869213,49.1538489996543,atm,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7869213 49.1538489996543),5174
2686,1.7869213,49.1538489996543,atm,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7869213 49.1538489996543),5175
2687,1.7868943,49.1538336996543,bank,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7868943 49.1538336996543),4923
2687,1.7868943,49.1538336996543,bank,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7868943 49.1538336996543),5048
2687,1.7868943,49.1538336996543,bank,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7868943 49.1538336996543),5049
2687,1.7868943,49.1538336996543,bank,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7868943 49.1538336996543),5174
2687,1.7868943,49.1538336996543,bank,95355,Magny-en-Vexin,banque,Caisse d'Epargne,POINT (1.7868943 49.1538336996543),5175
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),4922
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),4923
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),5048
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),5049
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),5174
2688,1.7875235,49.1553990996539,atm,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875235 49.1553990996539),5175
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),4922
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),4923
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),5048
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),5049
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),5174
2689,1.7875367,49.1553751996539,bank,95355,Magny-en-Vexin,banque,CIC,POINT (1.7875367 49.1553751996539),5175
